# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-s" "2" "-p" "-t" "transcript" "-g" "gene_id" "--countReadPairs" "-a" "referenceGenome/refgene/hg38.refGene.gtf" "-o" "./counts_matrix.txt" "LOAD/final_alignments/SRR19243439.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243440.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243441.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243442.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243443.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243444.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243478.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243479.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243480.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243481.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243482.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243483.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	LOAD/final_alignments/SRR19243439.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243440.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243441.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243442.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243443.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243444.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243478.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243479.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243480.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243481.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243482.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243483.Aligned.sortedByCoord.out.bam
OR5H1	chr3	98132698	98133639	+	942	0	0	0	0	0	0	0	0	0	0	0	0
OR51A4	chr11	4946159	4947100	-	942	0	0	0	0	0	0	0	0	0	0	0	0
OR6K3	chr1	158717168	158718115	-	948	0	0	0	0	0	0	0	0	0	0	0	0
OR4F6	chr15	101805720	101806658	+	939	0	0	0	0	0	0	1	0	0	0	0	0
OR5AK2	chr11	56988914	56989843	+	930	0	0	0	0	0	0	0	0	0	0	0	0
OR9Q2	chr11	58190434	58191518	+	1085	0	0	0	0	0	0	0	0	0	1	0	0
TUSC1	chr9	25676389	25678858	-	2470	67	158	80	90	56	68	75	110	122	107	45	106
OR6K2	chr1	158699579	158700696	-	1118	0	0	0	0	0	0	0	0	0	0	0	0
OR6N2	chr1	158776682	158777635	-	954	0	0	0	0	0	0	0	0	0	0	0	0
OR2AE1	chr7	99876062	99877033	-	972	1	5	1	0	3	0	1	0	0	0	2	0
OR4A16	chr11	55343201	55344187	+	987	0	0	0	0	0	0	0	0	0	0	0	0
HBM	chr16	165978	166764	+	787	0	0	0	0	0	0	1	0	0	0	0	6
OR51G2	chr11	4914719	4915663	-	945	0	0	0	0	0	0	0	0	0	0	0	0
OR1L3	chr9	122675130	122676104	+	975	0	2	0	0	0	0	0	0	2	2	0	0
RHPN1-AS1	chr8	143366623	143368635	-	2013	0	8	4	3	2	0	7	3	7	4	7	7
CCAT1	chr8	127207382	127219268	-	11887	0	0	1	0	0	0	0	0	0	0	0	0
LINC00844	chr10	58999518	59001617	+	2100	106	48	35	100	40	52	149	39	75	49	127	56
OR5K2	chr3	98497681	98498631	+	951	0	0	0	0	0	0	0	0	0	0	0	0
OR4K13	chr14	20033844	20034758	-	915	0	0	0	0	0	0	0	0	0	0	0	0
MIR603	chr10	24275685	24275781	+	97	0	0	0	0	0	0	0	0	0	0	0	0
OR2T29	chr1	248558544	248559491	-	948	0	0	0	0	0	0	0	0	0	0	0	0
OR2L3	chr1	248060682	248061620	+	939	0	0	0	0	0	0	0	0	0	0	0	0
OR2B11	chr1	247451029	247451982	-	954	0	0	0	0	0	0	0	0	0	0	0	0
OR2A25	chr7;chr7_KZ208913v1_alt	144074220;28797	144075152;29729	+;+	1866	0	0	0	0	0	0	0	0	0	0	0	0
OR10K2	chr1	158419928	158420866	-	939	0	0	0	0	0	0	0	0	0	0	0	0
OR10K1	chr1	158465562	158466503	+	942	0	0	0	0	0	0	0	0	0	0	0	0
MIR575	chr4	82753337	82753430	-	94	0	0	0	0	0	0	0	0	0	0	0	0
MIR574	chr4	38868032	38868127	+	96	0	0	0	0	0	0	0	0	0	0	0	0
MIR487B	chr14	101046455	101046538	+	84	0	0	0	0	0	0	0	0	0	0	0	0
MIR455	chr9	114209434	114209529	+	96	0	0	0	0	0	0	0	0	0	0	0	0
MIR504	chrX	138667711	138667793	-	83	0	0	0	0	0	0	0	0	0	0	0	0
MIR505	chrX	139924148	139924231	-	84	0	0	0	0	0	0	0	0	0	0	0	0
H3Y2	chr5	17490967	17492076	-	1110	0	0	0	0	0	0	0	0	0	0	0	0
OR10A7	chr12	55221025	55221975	+	951	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506422	chr9	26066675	26118408	+	51734	2	7	0	3	1	0	1	0	3	1	1	3
DGKK	chrX	50365409	50470825	-	105417	27	98	9	9	21	19	18	16	88	48	33	38
H3Y1	chr5	17654868	17655849	-	982	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG7	chr12	92736489	92772092	+	35604	0	0	0	0	0	0	0	0	0	0	0	1
NCBP2AS2	chr3	196942674	196943543	+	870	46	141	52	62	34	38	49	57	146	59	61	72
C3orf49	chr3	63819299	63848636	+	29338	3	5	2	0	3	8	4	8	6	0	1	8
C7orf61	chr7	100456620	100464260	-	7641	63	48	73	113	24	46	28	22	41	80	39	115
AGMO	chr7	15200317	15562015	-	361699	142	57	220	213	55	60	111	92	157	62	187	129
VHLL	chr1	156298624	156299637	-	1014	0	1	7	9	1	10	0	2	0	5	1	6
ZNF740	chr12	53180722	53195142	+	14421	474	815	484	406	432	319	598	382	771	500	547	570
OR1L4	chr9	122723990	122724925	+	936	0	0	0	0	0	0	0	0	0	0	0	0
OR4F3	chr1;chr1;chr5	450740;685716;181367287	451678;686654;181368225	-;-;+	2817	0	0	0	0	0	0	0	0	0	0	0	0
OR8B12	chr11	124542722	124543654	-	933	0	0	0	0	0	0	0	0	0	0	0	0
OR2J3	chr6;chr6_GL000252v2_alt;chr6_GL000254v2_alt;chr6_GL000251v2_alt;chr6_GL000253v2_alt;chr6_GL000255v2_alt;chr6_GL000256v2_alt;chr6_GL000250v2_alt	29111810;377412;377549;598358;377369;377395;421174;377430	29112884;378486;448244;599432;378443;378469;422248;378504	+;+;+;+;+;+;+;+	78221	0	0	0	0	0	0	0	0	0	0	0	0
LRRC52	chr1	165544000	165563957	+	19958	0	0	1	0	0	0	0	0	0	0	0	1
OR52N4	chr11	5754693	5755729	+	1037	0	0	0	0	1	0	0	1	1	0	4	2
TSPYL6	chr2	54253178	54256229	-	3052	5	13	2	0	4	1	6	6	4	4	9	9
CETN2	chrX	152826994	152830757	-	3764	18	129	26	22	20	17	33	39	135	42	37	58
ARPC1B	chr7	99374730	99394816	+	20087	225	190	147	229	102	152	210	94	162	234	188	287
KLHL31	chr6	53647916	53665756	-	17841	11	8	0	10	3	0	7	2	4	5	5	0
FOXD4L5	chr9	65282101	65285209	-	3109	0	0	0	1	0	3	2	1	1	1	2	2
WASHC1	chr9	14475	29739	-	15265	41	270	115	72	174	166	154	162	170	234	255	178
STUM	chr1	226548764	226609229	+	60466	618	387	160	334	350	179	393	248	453	383	359	335
OR5AP2	chr11	56641489	56642439	-	951	0	0	0	0	0	0	0	0	0	0	0	0
ALKAL2	chr2	279558	288091	-	8534	3	3	10	5	2	3	6	8	2	1	3	5
ERICH3	chr1	74568123	74673792	-	105670	540	1276	338	172	518	353	511	513	1170	761	601	569
C1orf146	chr1	92217915	92245813	+	27899	8	20	12	8	4	3	10	5	8	7	14	9
PLOD3	chr7	101205984	101217581	-	11598	195	375	306	403	146	267	296	177	285	385	265	569
P4HB	chr17	81843166	81860535	-	17370	652	1164	652	650	456	543	799	608	1058	760	710	1059
RPS13	chr11	17074388	17077667	-	3280	330	250	184	218	153	115	412	104	433	270	274	192
RPS12	chr6	132814569	132817564	+	2996	856	690	357	547	193	264	972	244	814	515	640	459
NCL	chr2	231453531	231464484	-	10954	1616	3432	1231	1023	880	815	1768	1325	2944	1564	1589	1657
OR14A16	chr1	247814800	247815729	-	930	0	0	0	0	0	0	0	1	0	0	0	0
OR2T11	chr1	248626178	248627128	-	951	0	0	0	0	0	0	0	0	0	0	0	0
ASTL	chr2	96123850	96138436	-	14587	5	9	1	1	8	3	2	6	4	8	3	22
HOXD9	chr2	176122719	176124936	+	2218	0	0	0	0	0	0	0	0	0	0	0	0
PFDN2	chr1	161100561	161118037	-	17477	128	263	179	106	89	96	138	160	242	166	132	174
SSU72	chr1	1541673	1574863	-	33191	715	1293	693	628	602	716	823	652	1028	867	770	1028
ORMDL2	chr12	55818041	55821879	+	3839	24	24	11	13	10	9	26	17	36	23	15	31
MRPL15	chr8	54135241	54148514	+	13274	151	308	123	124	111	106	168	140	361	148	166	171
ICMT	chr1	6221193	6235964	-	14772	353	529	406	339	195	241	348	235	665	381	323	476
UTP6	chr17	31860904	31901708	-	40805	414	673	310	255	396	331	490	372	609	408	461	566
OR2C1	chr16	3355889	3357306	+	1418	4	10	4	5	7	1	3	4	2	2	5	5
OR2A5	chr7;chr7_KZ208913v1_alt	144050402;4976	144051337;5911	+;+	1872	0	0	0	0	0	0	0	0	0	0	0	0
WRAP73	chr1	3630770	3650103	-	19334	168	293	147	117	116	144	188	160	233	223	236	257
MYO10	chr5	16661907	16936288	-	274382	2957	2621	1595	3471	1729	1023	2852	1730	2178	1377	2149	2533
DNAAF5	chr7;chr7	726699;726699	786475;786475	+;+	59777	1050	1961	892	720	949	1100	1097	1013	1046	1326	1376	1316
XPO1	chr2	61477849	61538356	-	60508	1621	2188	2653	2682	1055	1345	1935	1288	2622	2143	1886	2887
ZNF440	chr19	11814273	11835212	+	20940	270	403	216	181	234	162	262	268	313	223	314	258
FAM135A-AS1	chr6	70412828	70413958	-	1131	1	2	0	5	1	0	6	1	0	1	0	1
DENND6B	chr22	50309030	50327012	-	17983	647	1194	366	388	519	531	674	566	648	604	779	819
PXN-AS1	chr12	120201291	120212828	+	11538	51	96	37	35	58	39	91	85	49	51	96	61
FAM166A	chr9	137243599	137247751	-	4153	2	4	0	2	4	2	4	2	4	3	11	2
CHN2-AS1	chr7	29199040	29208970	-	9931	0	2	1	1	0	4	0	2	0	1	3	8
BRK1	chr3	10115675	10127190	+	11516	256	412	236	242	152	202	260	225	514	293	252	363
MAP3K15	chrX	19360058	19515261	-	155204	3	18	13	9	7	8	10	15	4	10	12	10
ARHGEF37	chr5	149581498	149634967	+	53470	680	782	447	502	620	391	791	526	746	610	721	767
ZNF470	chr19	56567468	56582894	+	15427	161	245	141	133	161	136	223	137	345	154	173	194
ZNF425	chr7	149102786	149126324	-	23539	158	277	109	85	122	109	179	163	200	98	171	127
OR4F15	chr15	101818187	101819125	+	939	0	0	0	0	0	0	0	1	0	0	0	0
LCN9	chr9	135663322	135665909	+	2588	1	1	1	0	1	0	3	0	0	0	0	1
ATP11C	chrX;chrX;chrX;chrX;chrX	139726348;139726348;139726348;139726348;139726348	139933053;139832241;139933053;139933053;139832241	-;-;-;-;-	206706	452	333	588	808	176	237	508	207	322	525	350	563
KRTAP5-5	chr11;chr11_KI270830v1_alt;chr11_KI270830v1_alt;chr11_KI270903v1_alt	1629803;80044;112040;106539	1630929;104310;113166;107617	+;-;+;+	27600	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3C	chr17;chr17;chr17;chr17_KI270909v1_alt;chr17_KI270857v1_alt;chr17_KI270857v1_alt;chr17_KI270857v1_alt	38003993;38057693;38181659;207820;488543;558748;2163042	38138868;38068634;38192583;218757;499457;569663;2173980	+;-;-;-;-;+;+	200451	14	10	17	6	14	7	0	6	12	8	9	7
TBC1D3B	chr17;chr17_KI270909v1_alt;chr17_KI270857v1_alt	36165681;119784;400589	36176624;218762;411512	-;-;-	120847	0	0	0	0	1	0	0	2	0	0	0	0
GAU1	chr12	4700417	4720102	-	19686	0	0	0	0	0	0	0	2	1	1	3	3
FNDC9	chr5	157341598	157345677	-	4080	54	127	32	28	30	36	52	41	120	70	35	65
REEP3	chr10	63521401	63625128	+	103728	831	762	1176	1010	417	605	852	549	899	1041	894	1067
C7orf69	chr7;chr7	47795291;47795291	47819846;47819846	+;+	24556	0	0	1	1	0	0	0	1	0	0	0	1
LOC388780	chr20	2206928	2213151	+	6224	4	9	2	2	1	5	9	5	11	9	2	4
C14orf178	chr14;chr14	77760768;77760768	77769742;77769742	+;+	8975	26	34	32	77	15	31	57	25	21	37	32	39
LOC339862	chr3	17962552	18268918	+	306367	23	28	20	14	6	17	13	10	29	7	16	15
SLC36A2	chr5	151314973	151347559	-	32587	0	3	0	0	0	0	0	1	1	0	1	1
H3C6	chr6	26225155	26225616	+	462	3	16	11	11	3	6	7	7	25	5	1	22
H3C3	chr6	26045411	26045869	+	459	6	8	7	5	1	2	4	2	4	6	4	16
H3C4	chr6	26196784	26199293	-	2510	22	59	48	49	24	19	34	21	62	39	29	77
C2orf27B	chr2;chr2_KI270768v1_alt	131794961;98954	131801661;105653	-;-	13401	2	7	1	1	1	1	3	3	8	3	0	1
CREB3L2-AS1	chr7	137953348	137957966	+	4619	0	0	0	1	0	0	1	0	0	0	1	0
LOC100507507	chr7	143379155	143381025	-	1871	0	0	0	0	0	0	0	0	0	0	0	0
C8orf87	chr8	93134095	93166850	-	32756	10	11	7	6	4	6	3	4	14	10	4	15
LOC100132813	chr8	109644129	109650728	+	6600	2	3	3	0	5	6	5	6	2	4	3	5
LOC401478	chr8	137809675	138083545	-	273871	151	128	44	22	110	69	91	85	121	69	93	80
LOC105375787	chr8	141254567	141256817	+	2251	1	1	0	0	0	0	0	1	0	0	0	0
GALNT10	chr5	154190733	154420983	+	230251	957	903	682	1044	512	569	876	475	781	899	867	1053
CBLN2	chr18	72536681	72544342	-	7662	282	566	344	199	175	231	290	209	339	297	272	363
NXPE2	chr11	114678527	114707069	+	28543	17	18	14	11	3	6	12	3	8	13	4	21
PLEKHH2	chr2	43637260	43767987	+	130728	384	626	602	243	632	360	521	350	563	532	400	631
KRTAP10-12	chr21	44697172	44698044	+	873	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP12-4	chr21	44654213	44654659	-	447	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP12-3	chr21	44657932	44658341	+	410	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-8	chr21	44612079	44612954	+	876	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-5	chr21	44579455	44580604	-	1150	0	0	0	0	0	0	0	0	0	0	0	0
LDLRAD2	chr1	21812265	21825223	+	12959	12	18	6	7	5	10	5	6	13	17	13	13
DDOST	chr1	20651778	20661369	-	9592	233	464	194	209	148	144	288	211	577	280	310	396
ARRDC4	chr15	97960703	97973833	+	13131	426	294	117	552	236	164	625	221	663	361	631	370
KRT6C	chr12	52468516	52473805	-	5290	0	0	0	0	0	0	0	0	0	0	0	0
SRPX2	chrX	100644199	100675787	+	31589	36	22	30	34	9	8	49	8	13	21	13	35
ABHD4	chr14	22598238	22612359	+	14122	144	188	157	271	95	77	179	72	135	119	209	242
AMIGO3	chr3	49716829	49719684	-	2856	23	46	36	28	21	29	27	32	28	28	31	49
LRRK2	chr12	40224997	40369284	+	144288	1255	1758	1025	978	802	796	1383	761	2215	1515	1228	1732
NHLRC1	chr6	18120440	18122677	-	2238	18	35	15	15	15	7	26	29	35	21	27	36
CA13	chr8	85245458	85284073	+	38616	176	220	120	125	103	108	146	102	171	183	147	187
ST3GAL1	chr8;chr8	133454848;133454848	133571887;133571887	-;-	117040	2108	3009	1257	1626	1811	1528	1612	1324	1138	1635	2028	2522
FAM149B1	chr10	73168119	73244504	+	76386	389	534	207	294	292	220	403	289	572	360	405	425
KRTAP10-3	chr21	44557790	44558795	-	1006	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-9	chr21	44627093	44628378	+	1286	0	0	0	0	0	0	0	0	0	0	0	0
TMEM189-UBE2V1	chr20	50081124	50153798	-	72675	1	4	4	3	3	3	0	3	2	2	5	3
SALL3	chr18;chr18_GL383572v1_alt;chr18_KI270911v1_alt	78980275;45390;45390	78998969;64085;64084	+;+;+	56086	27	22	27	63	35	25	30	14	20	11	17	34
OGT	chrX;chrX	71533104;71533104	71575892;71575892	+;+	42789	2174	3470	3057	2064	1506	1254	2533	1519	3828	3346	2342	3498
LRRTM1	chr2	80301878	80304752	-	2875	88	401	121	84	99	105	112	194	427	202	116	330
PLD6	chr17	17200995	17206333	-	5339	116	288	83	135	109	123	105	105	139	279	116	286
SLC9B2	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	103018029;103018029;103018029;103018029;103018029;103022253;103022253;103022253;103022253;103022253;103022253;103022253	103077319;103076761;103076761;103076761;103076761;103076761;103076761;103077319;103076761;103076761;103077319;103076761	-;-;-;-;-;-;-;-;-;-;-;-	59291	577	1027	722	415	406	460	554	509	1408	788	670	791
SPATA31E1	chr9	87882877	87888902	+	6026	0	0	0	0	0	0	0	0	1	1	0	1
SOWAHA	chr5	132813302	132816786	+	3485	446	764	635	551	491	537	833	526	429	631	419	768
GPR152	chr11	67451301	67452729	-	1429	0	2	0	0	0	0	1	0	0	2	1	0
CYP2U1	chr4	107931549	107953461	+	21913	345	422	214	251	266	269	328	193	509	341	285	391
KLHL6	chr3	183487551	183555706	-	68156	85	47	133	292	23	58	52	18	52	69	89	392
FIBIN	chr11	26994112	26997085	+	2974	85	104	39	83	30	17	96	48	67	35	71	84
IER5L	chr9	129175552	129178261	-	2710	84	222	128	97	68	78	103	96	135	154	60	229
IQCF2	chr3	51861615	51863424	+	1810	0	0	0	0	0	0	0	0	0	0	0	0
UBL4B	chr1	110112443	110113947	+	1505	6	9	1	6	5	4	6	7	10	7	4	6
DNAH10	chr12;chr12;chr12_KI270834v1_alt;chr12_KI270834v1_alt	123762301;123762495;177;177	123935714;123935720;109264;109258	+;+;+;+	282508	34	87	27	25	51	50	40	38	42	75	44	63
DEFB132	chr20	257724	261095	+	3372	0	0	0	0	0	0	0	0	0	0	0	0
CCDC28A-AS1	chr6;chr6;chr6	138725215;138725215;138725215	138773703;138773703;138773703	-;-;-	48489	36	56	20	14	32	13	30	42	46	30	49	40
C2orf91	chr2	41935368	41953806	-	18439	3	1	1	1	2	3	2	1	3	1	1	0
C5orf67	chr5	56511282	56606256	-	94975	13	42	5	6	22	4	34	16	31	1	29	9
LINC02872	chr9	87148644	87159726	+	11083	19	53	14	8	40	14	39	29	62	40	61	41
SNORD138	chr5	86620506	86620568	+	63	0	0	0	0	0	0	0	0	0	0	0	0
BICDL2	chr16;chr16	3027682;3027682	3036944;3035541	-;-	9263	6	23	4	4	6	9	9	11	23	2	13	12
PATE2	chr11	125776114	125778828	-	2715	18	38	24	8	16	20	18	21	23	26	19	16
B4GALT4	chr3;chr3	119211742;119211742	119240878;119240878	-;-	29137	182	214	159	147	129	117	178	121	284	170	215	196
SIGLEC15	chr18	45825675	45844084	+	18410	2	5	2	2	2	0	1	5	1	5	3	7
ASB18	chr2	236193452	236264345	-	70894	19	55	45	8	16	14	25	17	7	22	36	20
ZNF804B	chr7	88759700	89338528	+	578829	2056	1611	2712	910	766	1428	1579	1323	2107	2120	1864	1334
PRIMA1	chr14;chr14_KI270847v1_alt	93718298;832860	93788485;903047	-;-	140376	0	0	0	0	0	0	0	0	0	0	0	0
CNPY1	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	155501130;155501130;155501130;155501130;155501130;155501130;155501130;155501130;155501130;155501130;155501130;155501130;155501130;155501130;155501130;155501130;155501130;155501130;155501130	155510162;155570746;155510162;155510162;155510162;155533862;155533862;155533862;155533862;155509874;155509874;155510162;155510162;155510162;155510162;155510162;155509874;155509874;155510162	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	69617	67	91	49	85	40	35	144	46	44	44	134	71
DCXR-DT	chr17;chr17	82037918;82037918	82039380;82039380	+;+	1463	2	3	2	3	2	1	2	1	1	0	0	1
COL25A1-DT	chr4	109303035	109316135	+	13101	1	0	0	0	0	1	0	3	1	0	0	0
CCDC140	chr2	222298147	222305217	+	7071	0	0	0	0	0	0	0	0	0	0	0	0
MRO	chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18	50795130;50795130;50795130;50795130;50795130;50795130;50795130;50795130	50825380;50825380;50825380;50820016;50820016;50820016;50820016;50820016	-;-;-;-;-;-;-;-	30251	803	658	187	957	435	242	595	242	378	249	619	527
LRRN4CL	chr11	62686406	62689530	-	3125	13	12	3	8	8	2	12	3	13	6	5	14
TAS2R38	chr7	141972631	141973773	-	1143	0	0	0	0	0	0	0	0	0	0	0	0
LDHD	chr16;chr16	75111860;75111860	75116772;75116772	-;-	4913	166	282	104	190	160	98	334	235	245	85	200	179
MIR12136	chr1;chrM	632615;7444	632685;7514	-;-	142	72	50	137	40	103	101	144	60	37	68	81	124
MIR12132	chr1	61846075	61846176	+	102	0	0	0	0	0	0	0	0	0	0	0	0
MIR12133	chr1	94543702	94543779	+	78	0	0	0	0	0	0	0	0	2	0	0	0
MIR11399	chr1	112882050	112882129	+	80	2	1	1	2	2	2	0	2	0	0	4	2
MIR320B1	chr1	116671746	116671817	+	72	0	0	0	0	0	0	0	0	0	0	0	0
MIR1843	chr1	175968370	175968479	-	110	0	0	0	0	0	0	0	0	0	0	0	0
MIR12116	chr1	179803924	179804025	+	102	0	0	0	0	0	0	0	0	0	0	0	0
MIR320B2	chr1	224257043	224257110	-	68	0	0	0	0	0	0	0	0	0	0	0	0
MIR3085	chr10	97875813	97875897	-	85	0	0	0	0	0	0	0	0	0	0	0	0
MIR9851	chr10	116827488	116827568	-	81	0	0	0	0	0	0	0	0	0	0	0	0
MIR10392	chr11	64878523	64878609	-	87	0	0	0	0	0	0	0	0	0	0	0	0
MIR10526	chr11	122152103	122152156	-	54	0	0	0	0	0	0	0	0	0	0	0	0
TEDDM1	chr1	182398117	182400667	-	2551	0	0	0	0	0	0	0	0	0	1	0	0
MIR9898	chr12	52898889	52898984	-	96	0	0	0	0	0	0	0	0	0	0	0	0
MIR10527	chr12	63823663	63823727	+	65	4	0	2	1	1	1	1	1	1	2	0	2
MIR3059	chr12	86745068	86745149	-	82	0	0	0	0	0	0	0	0	0	0	0	0
MIR9902-1	chr12;chr12	122695907;122709332	122695999;122709424	-;-	186	0	0	0	0	0	0	0	0	0	0	0	0
MIR9902-2	chr12;chr12	122695907;122709332	122695999;122709424	-;-	186	0	0	0	0	0	0	0	0	0	0	0	0
MIR320D1	chr13	40727819	40727887	-	69	3	6	4	1	1	0	1	3	4	6	1	3
MIR9718	chr14	60648648	60648711	+	64	0	0	0	0	0	0	0	0	0	0	0	0
MIR12121	chr14	104865314	104865411	+	98	0	0	0	0	0	0	0	0	0	0	0	0
MIR10393	chr15;chr15_KI270849v1_alt	44717844;41192	44717893;41241	+;+	100	0	0	0	0	0	0	0	0	0	0	0	0
MIR12135	chr15	73299910	73299978	+	69	0	0	0	0	0	0	0	0	0	0	0	0
MIR11181	chr15	87946206	87946268	-	63	0	0	0	0	0	0	0	0	0	0	0	0
MIR9901	chr16	34163578	34163673	+	96	0	0	0	0	0	0	0	0	0	0	0	0
MIR12128	chr16	85207796	85207895	+	100	2	4	0	1	2	0	3	2	2	3	1	3
MIR11401	chr16	87853896	87853964	+	69	0	0	1	0	0	0	0	0	0	0	0	0
MIR548BC	chr17	39297400	39297509	+	110	0	0	0	0	0	0	0	0	0	0	0	0
MIR10226	chr17	48032882	48032951	+	70	0	0	0	0	0	0	0	0	0	0	0	0
MIR320C2	chr18	24321675	24321745	+	71	0	0	0	0	0	0	0	0	0	0	0	0
MIR320E	chr19	46709285	46709354	-	70	0	0	0	0	0	0	0	0	0	0	0	0
SLC24A5	chr15	48120990	48142671	+	21682	3	11	0	1	2	2	3	6	4	3	4	6
MIR10394	chr19	58393364	58393446	+	83	0	0	0	0	0	0	0	0	0	0	0	0
NRK	chrX	105822539	105958610	+	136072	2	3	6	7	7	3	3	6	13	12	4	3
MIR9986	chr2	132433711	132433820	+	110	0	0	0	0	0	0	0	0	0	0	0	0
MIR9899	chr2	149330278	149330373	-	96	0	0	0	0	1	0	0	0	0	0	0	0
MANBAL	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	37289655;37289655;37289655;37289655;37289655;37289655;37289655;37289655;37290269	37317260;37317260;37317260;37317260;37317260;37317260;37317260;37317260;37317260	+;+;+;+;+;+;+;+;+	27606	22	85	25	18	25	15	28	40	67	31	27	54
MIR12122	chr20	49863859	49863953	+	95	0	0	0	0	0	0	0	0	0	0	0	0
MIR10396B	chr21;chr21;chrUn_GL000220v1;chrUn_GL000220v1;chr22_KI270733v1_random;chr22_KI270733v1_random	8436324;8987616;108526;152498;125374;170461	8436374;8987664;108576;152548;125422;170511	+;+;+;+;+;+	302	0	0	0	0	0	0	0	0	0	0	0	0
MIR10396A	chr21;chr21;chrUn_GL000220v1;chrUn_GL000220v1;chr22_KI270733v1_random;chr22_KI270733v1_random	8436325;8987617;108527;152499;125375;170462	8436372;8987665;108574;152546;125423;170509	+;+;+;+;+;+	290	0	0	0	0	0	0	0	0	0	0	0	0
MIR12114	chr22	50407442	50407524	+	83	0	0	0	0	0	0	0	0	0	0	0	0
MIR12127	chr3	10280351	10280452	+	102	0	0	0	0	0	0	0	0	0	0	0	0
MIR9900	chr3	112737089	112737181	+	93	0	0	0	0	0	0	0	0	0	0	0	0
MIR6529	chr3	120084564	120084648	-	85	0	0	0	0	0	0	0	0	0	0	0	0
MIR12124	chr3	128846808	128846908	+	101	1	5	1	0	0	1	0	1	0	2	1	1
MIR12113	chr4	11783178	11783248	+	71	0	0	0	0	0	0	0	0	0	0	0	0
MIR12115	chr4	22515312	22515385	+	74	0	0	0	0	0	0	0	0	0	0	0	0
MIR10397	chr5	10402364	10402431	+	68	0	0	0	0	0	0	0	0	0	0	0	0
MIR10522	chr5	17155930	17155992	-	63	0	0	0	0	0	0	0	0	0	0	0	0
MIR12130	chr5	116255743	116255834	+	92	0	0	0	0	0	0	0	0	0	0	0	0
MIR12125	chr5	168165845	168165929	+	85	0	0	0	0	0	0	0	0	0	0	0	0
MIR10523	chr5	172915083	172915158	+	76	0	0	0	0	0	0	0	0	0	0	0	0
MIR12118	chr5	173303730	173303817	+	88	0	0	0	0	0	0	0	0	0	0	0	0
MIR9983	chr6	39074314	39074381	+	68	0	0	0	0	0	0	0	0	0	0	0	0
MIR10398	chr6	41733554	41733610	-	57	0	0	0	0	0	0	0	0	0	0	0	0
MIR10524	chr6	78539263	78539309	-	47	0	0	0	0	0	0	0	0	0	0	0	0
MIR12131	chr6	151102675	151102776	+	102	0	0	0	0	0	0	0	0	0	0	0	0
MIR10525	chr7	74595968	74596026	+	59	0	0	0	0	0	0	0	0	0	0	0	0
MIR12119	chr7	99409172	99409264	+	93	0	0	0	0	0	0	0	0	0	0	0	0
MIR10399	chr7	139044100	139044157	-	58	0	0	0	0	0	0	0	0	0	0	0	0
MIR11400	chr7;chr7_KI270803v1_alt	142474527;458125	142474603;458201	+;+	154	0	1	0	0	0	0	0	0	0	0	0	0
OR5H2	chr3	98282888	98283832	+	945	0	0	0	0	0	0	0	0	0	0	0	0
